"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Q1","Q7","Q8","Q82","Q80","Q81","SB_choice","Q77_1","Q77_2","Q77_3","Q77_4","NH_choice","Q76_1","Q76_2","Q76_3","Q76_4","Q53_1","Q72_1","Q72_2","Q72_3","Q72_4","Q52_1","Q73_1","Q73_2","Q73_3","Q73_4","Q31_1","Q74_1","Q74_2","Q74_3","Q74_4","Q48_1","Q75_1","Q75_2","Q75_3","Q75_4","sb_ad_den","Q66_1","Q66_2","Q66_3","Q66_4","sb_ad_car","Q67_1","Q67_2","Q67_3","Q67_4","sb_op_den","Q64_1","Q64_2","Q64_3","Q64_4","sb_op_car","Q65_1","Q65_2","Q65_3","Q65_4","nh_ad_win","Q59_1","Q59_2","Q59_3","Q59_4","nh_ad_lose","Q60_1","Q60_2","Q60_3","Q60_4","nh_op_win","Q61_1","Q61_2","Q61_3","Q61_4","nh_op_lose","Q62_1","Q62_2","Q62_3","Q62_4","control","Q63_1","Q63_2","Q63_3","Q63_4","Q54_1","Q71_1","Q71_2","Q71_3","Q71_4","Q55_1","Q70_1","Q70_2","Q70_3","Q70_4","Q57_1","Q69_1","Q69_2","Q69_3","Q69_4","Q56_1","Q68_1","Q68_2","Q68_3","Q68_4","Q36","Q11","Q37","Q78","Q79_1","Q23_1","Q35_1","Q26_1","Q27_1","Q45_1","Q58","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q38","DO-BR-FL_112","DO-BR-FL_69","DO-BR-FL_107","DO-BR-FL_88","DO-BR-FL_110","DO-BL-Importance","DO-Q-SB_choice","DO-Q-NH_choice","LocationLatitude","LocationLongitude","LocationAccuracy"
"R_29jn3ag6hJlGrfh","Default Response Set","Anonymous",,,"24.13.85.237",0,2/5/2016 9:45,2/5/2016 9:50,1,1,1,"Yesterday, in the morning, I woke up and checked my email and responded to messages. I took a shower. I made a grocery list, then went to the grocery store. In the afternoon, I worked on my dissertation. In the evening, I paid bills and worked on my household budget, spoke with my aunt on the phone, and then my best friend on the phone. I read through some job postings, made a to-do list, and went to bed.",1,1,42,2,4.393,4.393,5.229,1,2,3.343,3.343,4.295,1,,,,,,60,5.554,5.554,7.254,1,,,,,,70,9.83,9.83,13.628,1,"I think that Denver Broncos are doing really well this year, and they beat my favorite team in the playoffs. ",3.74,3.74,25.024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3.58,3.58,5.454,1,,,,,,70,8.021,8.021,9.051,1,1,1,170,1,60,4,2,1,5,2,1,"Joe Biden","Paul Ryan","John McCain","Mitt Romney","no idea","no idea","New England Patriots","no idea",,"NHchoice|SBchoice","FL_70|FL_79","SB_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","1|2","1|2",42.0561981201,-87.7011032104,-1
"R_241yrjXRevV0Fwu","Default Response Set","Anonymous",,,"73.0.81.242",0,2/5/2016 9:41,2/5/2016 9:51,1,1,1,"Yesterday I woke up and had coffee with my husband.  I worked all afternoon.  In the evening we watched some TV.",1,1,42,1,3.964,3.964,5.738,1,1,34.544,34.544,37.495,1,70,4.774,6.997,8.202,2,,,,,,80,4.225,6.175,8.076,2,,,,,,,,,,,,,,,,,,,,,"Payton Manning is a great quarterback and the Broncos are a tough team to beat.",11.676,67.331,70.937,3,,,,,,,,,,,,,,,,,,,,,,,,,,70,5.092,7.515,10.695,2,,,,,,80,7.442,10.081,16.479,2,,,,,,1,1,180,1,50,5,1,3,5,3,1,"Joe Biden","Paul Ryan","Mitt Romney","Mitt Romney","Cam Newton","Payton Manning","New England Patriots","Seattle Seahawks","Thank you!","NHchoice|SBchoice","FL_70|FL_79","SB_opposite","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","1|2","1|2",27.2964935303,-80.2919998169,-1
"R_eg1JTn0PjISMRAB","Default Response Set","Anonymous",,,"73.204.211.145",0,2/5/2016 9:45,2/5/2016 9:51,1,1,1,"I woke up and got ready for work. After my 8 hours of work, i came home to take care of my son and do house whole chores.",1,1,42,1,6.501,6.501,8.52,1,2,2.554,2.554,4.24,1,49,1.899,2.942,3.806,2,,,,,,,,,,,50,3.966,3.966,5.364,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I went to the grocery store last night to pick up some beers. The store wasn't that busy and my checkout line only had two people before me. The employees were very nice.",5.344,5.344,65.568,1,50,1.637,2.56,3.323,2,,,,,,,,,,,50,1.702,1.702,2.886,1,1,1,195,1,50,4,4,3,4,1,1,"Joe Biden","Nancy Pelosi","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Thanks","SBchoice|NHchoice","FL_79|FL_70","CONTROL","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","1|2","1|2",26.3453063965,-80.0855026245,-1
"R_1rOMe6Uvppvymdb","Default Response Set","Anonymous",,,"68.194.164.153",0,2/5/2016 9:44,2/5/2016 9:51,1,1,1,"Yesterday I woke up and immediately started packing my belongings into boxes. That activity lasted from morning through early evening. In the evening I worked on Mturk and watched the Democratic debate. ",1,1,42,1,3.985,3.985,6.135,1,2,8.212,8.212,9.401,1,61,4.606,4.606,9.281,1,,,,,,,,,,,64,3.446,3.446,8.778,1,,,,,,,,,,,,,,,,,,,,,,,,,,"I think Donald Trump's loss in Iowa dealt him a pretty severe blow in terms of electability with the general electorate. Additionally, I would imagine New Hampshire voters are fairly well informed due to the inundation of political campaigning. Trump has not laid out many specific policy platforms besides occasional xenophobic rhetoric, and I think most voters will see through that. ",10.304,85.369,121.072,6,,,,,,,,,,,,,,,,60,6.915,6.915,7.718,1,,,,,,,,,,,65,5.541,5.541,7.035,1,1,1,160,1,50,4,4,2,1,1,1,"Joe Biden","Paul Ryan","John McCain?","John McCain","No idea","No idea","No idea","No idea",,"NHchoice|SBchoice","FL_70|FL_79","NH_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","2|1",40.866104126,-73.5298995972,-1
"R_1QLME3vw5RLWVkG","Default Response Set","Anonymous",,,"192.107.136.32",0,2/5/2016 9:50,2/5/2016 9:51,1,1,1,"woke up, went to class, went to work, came home and slept",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2966003418,-97.7662963867,-1
"R_2uWkQ2HxqgP85Pm","Default Response Set","Anonymous",,,"71.234.136.10",0,2/5/2016 9:44,2/5/2016 9:51,1,1,1,"In the morning I did surveys. In the afternoon I filled out job applications. In the evening I drank.",1,1,42,2,6.116,6.116,6.888,1,2,2.209,12.313,13.574,3,,,,,,65,12.603,19.662,20.323,4,,,,,,55,3.928,10.633,11.237,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It's pretty much between him and Cruz, and Cruz is even worse. ",13.391,13.391,65.667,1,,,,,,,,,,,67,7.605,8.816,10.135,2,,,,,,56,3.307,3.307,4.754,1,1,1,175,1,71,3,2,2,7,1,1,"Joseph Biden","Paul Ryan","Mitt Romney","Mitt Romney","no idea","no idea","no idea","no idea",,"NHchoice|SBchoice","FL_70|FL_79","NH_opposite","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","2|1",42.9660949707,-70.9880981445,-1
"R_1pyZ36oWOemenlx","Default Response Set","Anonymous",,,"45.43.102.88",0,2/5/2016 9:44,2/5/2016 9:51,1,1,1,"Yesterday, I woke up and made coffee. Before I left for work, I took the dog out. I worked until 4pm in which I drove back home and did some chores around the house. These chores include vacuuming and dishes. In the evening, I watched the presidential debate.",1,1,42,1,3.047,3.047,3.685,1,2,6.75,6.75,12.055,1,70,4.016,4.016,4.682,1,,,,,,,,,,,37,8.723,8.723,9.449,1,,,,,,"The panthers will win because they are simply the better team. Cam Newton is more younger, faster and stronger than Peyton Manning these days.",11.81,11.81,58.245,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,2.229,2.229,4.414,1,,,,,,,,,,,43,4.783,4.783,7.48,1,1,1,150,1,63,6,1,1,7,2,1,"Joe Biden","Paul Ryan","Not sure","Not sure","Cam Newton ","Peyton Manning ","Not sure","Not sure",,"SBchoice|NHchoice","FL_79|FL_70","SB_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","2|1",35.0670928955,-85.2455978394,-1
"R_1gMFl5L3C8UcCZf","Default Response Set","Anonymous",,,"174.100.43.6",0,2/5/2016 9:45,2/5/2016 9:51,1,1,1,"woke up, ate, got to work on turk, burned a few movies,ate, went to sleep.",1,1,42,2,3.905,3.905,4.921,1,2,6.139,11.003,17.314,2,,,,,,70,4.206,4.206,7.307,1,,,,,,50,4.909,6.815,7.532,2,,,,,,,,,,,"I fucking know NOTHING about either team, seriously I can care less whcih wins so your question is moot.",11.184,21.119,52.426,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.814,2.814,3.919,1,,,,,,50,4.256,6.244,11.469,2,1,1,185,1,80,4,4,3,1,1,1,"That fuckwit Biden","don't remember","don't care","don't care","I don't care","also don't care","I fucking don't know OR care","still not caring","whole lot of  don't knows and not carings here eh?","NHchoice|SBchoice","FL_70|FL_79","SB_opposite","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","2|1","2|1",41.474899292,-81.7388000488,-1
"R_2t4fXQliYb7cM1h","Default Response Set","Anonymous",,,"76.181.129.83",0,2/5/2016 9:43,2/5/2016 9:51,1,1,1,"Morning - worked out  / Afternoon - met up with a friend I hadn't seen in a while / Evening - worked",1,1,42,2,6.765,6.765,8.162,1,2,11.22,11.22,12.594,1,,,,,,54,7.904,7.904,8.616,1,,,,,,75,17.241,17.241,18.441,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was at the grocery store with my brother. He bought way too much food. I only picked up a few essentials like eggs. I really just wanted to get out of there, because it was really busy.",7.409,102.862,105.507,2,,,,,,54,17.098,17.098,18.483,1,,,,,,75,5.366,7.808,8.721,2,1,1,160,1,40,4,1,1,4,1,1,"Joe Biden","Paul Ryan","John McCain","Mitt Romney","Some Guy","Another Guy","That One Team","Those Guys with the Face",,"SBchoice|NHchoice","FL_79|FL_70","CONTROL","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","1|2","2|1",39.8928070068,-82.9588012695,-1
"R_12D8MrfjhV1lv09","Default Response Set","Anonymous",,,"75.102.129.195",0,2/5/2016 9:40,2/5/2016 9:51,1,1,1,"When I woke up I brushed my teeth and washed my face. I then got myself something to eat, after that I mopped the floors. Later in the afternoon I went to class and took a quiz. After my classes ended I went home and work out.",1,1,42,2,4.486,4.486,80.421,1,2,4.386,4.386,6.229,1,,,,,,84,2.271,2.271,3.101,1,,,,,,81,13.002,13.002,14.187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump may have more supporters in the state of New Hampshire. He might deliver an amazing speech and have everyone cheer him on. Donald Trump is likely to do what he says he will do.",13.235,13.235,126.107,1,,,,,,,,,,,81,5.174,6.185,7.048,3,,,,,,82,4.372,5.98,7.634,3,1,1,190,1,50,4,1,1,2,1,1,"Joe Biden","Paul Ryan","George Bush","Ben Rubio","James Dean","Micheal Brown","I dont know","I dont know",,"SBchoice|NHchoice","FL_79|FL_70","NH_opposite","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","1|2",28.5886993408,-81.1893005371,-1
"R_2QmI2sanOeFK77l","Default Response Set","Anonymous",,,"98.227.3.100",0,2/5/2016 9:40,2/5/2016 9:51,1,1,1,"I took my son to school in the morning, and then went to Target to shop for a few things. I came home and did laundry, and made lunch for my other son before picking up the youngest at school that afternoon. In the evening, my husband and I watched another episode in a new series that we really like.",1,1,42,2,5.185,5.185,9.466,1,2,6.46,6.46,13.501,1,,,,,,61,8.516,8.516,12.797,1,,,,,,83,3.55,3.55,9.308,1,"I believe that the Denver Broncos will beat the Carolina Panthers by a slim margin. This game is possibly the last football game of Peyton Manning's career, and his teammates are probably hyped up to help with a historic win for their quarterback. There is also the level of expertise to consider, since Cam Newton is a relatively new quarterback in the NFL. ",7.857,7.857,206.785,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,4.804,4.804,7.612,1,,,,,,82,4.936,4.936,6.87,1,1,1,170,1,81,1,4,1,5,1,1,"Joseph Biden","Paul Ryan","Mitt Romney","no one yet","Cam Newton","Peyton Manning","New England Patriots","I don't remember",,"NHchoice|SBchoice","FL_70|FL_79","SB_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","1|2",40.278793335,-85.3710021973,-1
"R_1LBblkKibIM4L6Z","Default Response Set","Anonymous",,,"174.27.7.55",0,2/5/2016 9:40,2/5/2016 9:51,1,1,1,"I woke up about 8:00 yesterday morning, I got dressed, and made breakfast and coffee. I then turned on my computer to begin a day of working on my computer.  / About 1:00 PM I broke for some lunch. Then about 4:00 PM I stopped working and watched some news on the TV. ",1,1,42,2,8.624,8.624,9.824,1,1,7.263,7.263,8.386,1,,,,,,60,4.062,7.384,8.597,2,80,15.117,28.398,29.222,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"According to the latest polls, Donald Trump seems to be the most likely winner of the upcoming New Hampshire primary. However, a lot can happen in the next 3 to 4 days. For example, just last night, Donald was shown on the news at a rally using a lot of profanity, so much so the video tape kept beeping his words out, so it seemed to me he might be panicking or ""going for broke"" as he lost the Iowa primary.  / Another reason why he might not win is many Christian voters (who strongly tend to be Republican), if they see this video, might be very offended by the profanity and question his claims of being a Christian. ",44.173,232.301,234.113,4,,,,,,,,,,,,,,,,60,8.514,8.514,9.707,1,80,8.756,8.756,9.966,1,,,,,,1,1,155,1,25,2,4,1,1,1,1,"Joe Biden","Paul Ryan","John McCain","Mitt Romney","DON'T KNOW","DON'T KNOW","DON'T KNOW","DON'T KNOW","I watch the Superbowl mainly for the commercials and the half-time​ show, but I never watch football during the regular season, and I know nothing about the players. ","NHchoice|SBchoice","FL_79|FL_70","NH_opposite","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","1|2",43.6121063232,-116.391494751,-1
"R_2idGNACYunaAnAt","Default Response Set","Anonymous",,,"45.48.252.248",0,2/5/2016 9:40,2/5/2016 9:51,1,1,1,"I didn't do much but work all day. I ofcourse did the standard of eating and taking a shower for the day. But other then wash my cloths in the morning, most of my day was spent on the computer working. I did watch TV as I was doing it, but nothing really crazy.",1,1,42,1,3.031,5.242,6.502,2,2,3.23,3.23,5.417,1,56,3.652,6.236,7.281,3,,,,,,,,,,,100,2.685,4.538,5.712,2,,,,,,"I think that the Panthers have a better defense line and will be able to hold off any offense from the Broncos. Further more Manning seems to be loosing seem in his arm this whole season. I dont think he will be able to hang",9.114,9.114,151.626,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2.888,6.017,6.858,4,,,,,,,,,,,100,2.034,2.034,3.018,1,1,1,175,1,63,4,1,1,5,3,1,"Joe Biden","Ryan Paul","John McCain","Mitt Romney","Cam Newton ","Payten Manning","Patriots","Cardinals ",,"SBchoice|NHchoice","FL_79|FL_70","SB_advocate","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","2|1",34.0764007568,-118.2626037598,-1
"R_73ATx9StzinWbv3","Default Response Set","Anonymous",,,"209.64.11.190",0,2/5/2016 9:45,2/5/2016 9:51,1,1,1,"In the morning I woke up and went to the gym. I showered and got ready for work. Once at work I checked my emails and then attended a product development meeting. After lunch I met with a printer and had another meeting. That night I grabbed a drink with a friend and watched a television show.",1,1,42,1,3.854,3.854,4.748,1,2,6.51,6.51,10.472,1,82,3.873,4.141,5.846,2,,,,,,,,,,,59,2.601,2.601,3.571,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump will lose the New Hampshire Primary because he lost the Iowa Primary after being considered the favorite. He almost came in third place. Politics is a momentum based operation and the snowball has already started for the other candidates. Trump does not have the momentum and will not win New Hampshire.",15.847,15.847,79.791,1,,,,,,,,,,,,,,,,82,3.44,3.44,5.309,1,,,,,,,,,,,66,4.671,5.977,7.027,2,1,1,160,1,70,4,2,2,2,2,1,"Joe Biden","unknown","unknown","Mitt Romney","Cam Newton","Peyton Manning","New England","Arizona","None.","NHchoice|SBchoice","FL_70|FL_79","NH_advocate","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","2|1",32.7191009521,-117.1607055664,-1
"R_3FRJCxkUCaKqrtu","Default Response Set","Anonymous",,,"66.87.133.95",0,2/5/2016 9:43,2/5/2016 9:51,1,1,1,"When I woke up around 7:30am, I went to the bathroom to wash my face and brush my teeth. I then fixed breakfast for my children. In the afternoon I browsed the internet and read a few books to my children. I then fixed dinner that night. Usually I would be at work from 7am-4pm, but that was my day off. It was nice to enjoy time with my children.",1,1,42,1,3.889,3.889,4.423,1,2,13.931,13.931,15.965,1,81,0,0,4.4,0,,,,,,,,,,,71,8.745,8.745,10.596,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A few days ago I went to the grocery store to pick up a few vegetables. I'm on a diet so I want to add more green vegetables to my diet. I got broccoli, kale, green beans and romaine lettuce salad. I then went to buy a water filter so I won't have to keep buying bottled waters.",7.942,7.942,102.352,1,82,0,0,3.56,0,,,,,,,,,,,74,6.44,7.111,8.526,2,1,1,185,1,71,7,1,1,1,7,1,"Joe Bidden","John Roberts","Not sure","Not sure","Cam Newton","Patton Manning","New England Patriots","Arizona Cardinals",,"NHchoice|SBchoice","FL_79|FL_70","CONTROL","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","2|1","1|2",35.2277069092,-80.8439025879,-1
"R_1OVKKnjPX1OUvvf","Default Response Set","Anonymous",,,"96.29.181.184",0,2/5/2016 9:49,2/5/2016 9:51,1,1,1,"I woke up and ate breakfast and then took a shower and brushed my teeth. I then walked to class and had classes from noon until 6 pm. The classes were Accounting, Finance, and Math. I then got something to eat after my last class and walked to the library. I did homework and studied for about 4 hours at the library then walked home. Then i just hung out and watched Netflix until bed.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0158996582,-84.484703064,-1
"R_2xWyzqQk7maeEvi","Default Response Set","Anonymous",,,"108.171.130.162",0,2/5/2016 9:42,2/5/2016 9:51,1,1,1,"Yesterday I came into work at about 6:30 and finished a few projects until lunch. For lunch I had a spinach wrap with turkey. I played a quick card game with a coworker over lunch then went back and started a new project. I left work about 3:30 and headed home. I got gas on the way home. I had a taco casserole and watched tv with my infant son and wife until bedtime.",1,1,42,1,2.887,2.887,3.668,1,2,1.662,1.662,2.912,1,91,20.034,20.591,20.872,2,,,,,,,,,,,71,2.11,2.628,3.325,2,,,,,,"They have been playing much better this season especially against the class that denver is in. Statistically I believe they are out-performing denver and they have it in the bag. I don't believe it will even be that close of a game.",0.984,0.984,42.737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,4.764,4.764,5.469,1,,,,,,,,,,,90,1.124,2.416,2.876,2,1,1,195,1,81,7,6,4,1,1,1,"Joe Biden","Paul Ryan","McCain","McCain","webb","cant recall","Patriots","Don't recall","none","SBchoice|NHchoice","FL_79|FL_70","SB_advocate","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","2|1",40.7801055908,-74.0633010864,-1
"R_2cAy9B5Pg58pmxI","Default Response Set","Anonymous",,,"99.191.42.108",0,2/5/2016 9:43,2/5/2016 9:51,1,1,1,"I woke up, brewed coffee, then made breakfast for my family. After breakfast, I went to work. While at work, I wrote up a few articles. After work, I returned home and ate dinner with my spouse and son. After putting my son to bed, I watched the Democratic Debate.",1,1,42,2,5.54,5.54,7.02,1,1,11.478,11.478,12.686,1,,,,,,50,4.834,4.834,6.112,1,20,20.505,20.505,23.85,1,,,,,,"I believe the Denver Broncos will win because they have a great defense. Plus they also have Peyton Manning, who is a fantastic football player (even was back when he was with the Indianapolis Colts).",5.13,59.962,61.754,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,17.457,17.457,20.491,1,80,12.217,12.217,20.387,1,,,,,,1,1,160,1,29,2,3,1,5,2,1,"Joe Biden","I do not know.","I have no idea. Mitt Romney?","Mitt Romney","I have no idea.","Peyton Manning","New England Patriots","I have no clue.","I'm not a big sports fan but I do follow the Broncos because of Peyton Manning (who used to play for Indiana, my home state). Thank you for the chance to participate in your study!","NHchoice|SBchoice","FL_79|FL_70","SB_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","2|1",40.2368927002,-85.4679031372,-1
"R_3PbIlzikAwXKPo4","Default Response Set","Anonymous",,,"166.177.185.157",0,2/5/2016 9:43,2/5/2016 9:51,1,1,1,"In the morning, I worked on Mechanical Turk for several hours.  In the afternoon, I attended an IT training program for my job.  In the evening, I helped my wife take care of our children.",1,1,42,1,2.104,2.104,2.754,1,1,5.886,5.886,8.257,1,90,4.977,4.977,5.645,1,,,,,,85,2.857,2.857,3.596,1,,,,,,,,,,,"I am a Panthers fan and have been following them all year.  This is not only the best team in football, they are playing their best ball right now in the postseason.  They have a top-3 defense, which I honestly believe is better than the Broncos despite what the stats say, since the NFC was the stronger conference this year.  They also have the top scoring offense in the NFL.  They have played consecutive games against other top-5 defenses, and have completely lit them up on the scoreboard.  While Denver does indeed have a great D, they are quite weak on the offensive side of the ball.  Peyton Manning is old, injured, and frankly a liability.  Osweiler is not ready for prime time.  Denver is going to struggle mightily to put up points in this game.  Remember Denver getting embarrassed in the Super Bowl 2 years ago?  This is going to be more of the same.",9.952,151.844,202.463,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4.607,4.607,5.171,1,,,,,,85,6.077,6.077,7.274,1,,,,,,1,1,170,1,60,7,6,1,6,7,1,"Joe Biden","John Ryan","John McCain","John McCain","Cam Newton","Peyton Manning","New England Patriots","Arizona Cardinals","Meant to answer Mitt Romney.  Should have paid closer attention to the year.","NHchoice|SBchoice","FL_70|FL_79","SB_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","1|2","2|1",38,-97,-1
"R_1pEfgU5nyYgQYfb","Default Response Set","Anonymous",,,"150.212.25.113",0,2/5/2016 9:45,2/5/2016 9:51,1,1,1,"Yesterday I woke up just before 7 and got changed, packed, and ready for the day. I took the bus into work and on the way in stopped for coffee. At work I did a variety of tasks such as shipment generation, equipment maintenance, and organization. I had a lot of interaction with my colleagues. After work I went for a run and then took the bus back home. At home, my boyfriend and I made dinner and enjoyed each others company.",1,1,42,1,3.567,3.567,4.405,1,1,8.027,8.027,8.863,1,74,5.39,7.045,7.934,3,,,,,,21,17.643,17.643,19.864,1,,,,,,,,,,,,,,,,,,,,,"The Denver Broncos might beat the Carolina Panthers if Cam Newton does not have a good game. If at quarterback, Cam throws 3 interceptions, it is unlikely that the Panthers will be able to overcome that. Also, if Peyton Manning has a great game, then it will be difficult for the Panthers to win.",5.052,14.227,69.901,2,,,,,,,,,,,,,,,,,,,,,,,,,,71,5.838,5.838,6.657,1,,,,,,76,7.139,8.324,9.167,3,,,,,,1,1,160,1,38,7,1,1,3,5,1,"Joe Biden","Paul Ryan","Mitt Romney","Mitt Romney","Cam Newton","Peyton Manning","New England Patriots","Arizona Cardinals",,"SBchoice|NHchoice","FL_70|FL_79","SB_opposite","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","2|1",40.4344024658,-80.0248031616,-1
"R_3OpS1vpqTJekZxH","Default Response Set","Anonymous",,,"67.60.74.109",0,2/5/2016 9:40,2/5/2016 9:51,1,1,1,"In the morning I worked online. / In the afternoon I did three loads of laundry. / In the evening I went geocaching and watch a couple of episodes of Justified. / ",1,1,42,1,8.381,8.381,9.809,1,1,12.695,12.695,14.49,1,95,9.392,13.222,14.198,4,,,,,,80,5.566,13.784,15.302,6,,,,,,,,,,,"Carolina has had an impressive year. Only loosing one regular season game if I remember correctly. Denver has had a more difficult run and are weak in the quarterback position.",21.995,117.501,118.845,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,15.029,18.24,21.157,5,,,,,,80,6.094,13.298,21.139,5,,,,,,1,1,170,1,85,7,4,4,3,1,1,"Joe Biden","Can see his face can't remember his name","Don't know","Don't know","Cam Newton","Peyton Manning","New England Patriots","Arizona Cardinals",,"NHchoice|SBchoice","FL_70|FL_79","SB_advocate","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","1|2","2|1",33.5682067871,-104.4225006104,-1
"R_1OAXosmPhFU41JD","Default Response Set","Anonymous",,,"198.140.240.10",0,2/5/2016 9:40,2/5/2016 9:51,1,1,1,"In the morning I took a long hot shower as I was feeling kind of sluggish and while it seemed to help it wasn't as helpful as I had hoped and I still felt a bit down.  Luckily I didn't have to go to my real job and I just sort of lounged around the house in the afternoon.  Although I did do a few easy MTurk HITs that I saw go up so I was somewhat productive.  In the evening I still wasn't feeling well so I went to the emergency room.  Sadly they couldn't find anything wrong with me and said I may just have something in my system that needs to run it's course but they couldn't help me.  Which stank because I felt awful.",1,1,42,1,9.09,9.09,10.253,1,1,8.67,8.67,10.833,1,85,2.482,2.482,3.593,1,,,,,,78,8.26,14.024,14.749,2,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump is an outlier.  He's doing everything other candidates would do to get them disqualified but instead he stays steady.  Everyone else has sort of gone up and down in the polls where as while Trump hasn't always been in first place he's held a consistent number of people supporting him and no one else seems to have that kind of base and support.  The person right now that's in second is Ted Cruz and as hard as it is to believe he's more unlikable than Trump.",9.842,84.618,142.368,4,,,,,,,,,,,,,,,,,,,,,96,2.537,2.537,3.186,1,,,,,,76,2.954,2.954,3.625,1,,,,,,1,1,140,1,75,6,1,2,4,2,1,"Joseph Biden","Rand Paul","John McCain","Mitt Romney","I don't know","Payton Manning","New England Patriots","Arizona Cardinals",,"SBchoice|NHchoice","FL_79|FL_70","NH_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","2|1",28.3069000244,-81.4245986938,-1
