"ResponseID","argument_topic","treatment","chosen_outcome","essay",
"R_2chzaRwsCCy6KQ9","primary","advocate","lose","I think Donald Trump will lose the primary because he is showboating.  I think that the interest in Trump is waning and people will realize that they do not want him to be the president.  The other candidates offer experience and knowledge beyond the level of Trump.  I think that voters will reflect this in the New Hampshire primary.",
"R_22t7RGRmhOeCuVA","primary","advocate","lose","He will not win because he is just a joke to the political scene. He is not really qualified to run or win. He is not taken seriously by citizens. There are many more qualified people running than him.",
"R_3E9xBzeQoZkcfG6","primary","advocate","lose","Ted Cruz won the Iowa Caucas and  that i that is a good sign moving to the next voting sessions.",
"R_1q8rW9lS50CPL77","primary","advocate","lose","I just think that not that many people like him right now so that would make him lose",
"R_1OuZwIVGlQfZED6","primary","advocate","lose","He's racist and sexist. He's alienated many women and Muslim and Hispanic voters. He doesn't have the knowledge or experience needed. His views contradict the values upon which America was founded. ISIS uses him as a recruitment tool.",
"R_3nq6d37DBHcMbD5","primary","advocate","lose","Donald Trump is ridiculous.  For a person who would run our country he is the worst possible candidate.  He says racist things, his ideologies are completely off base to what the majority of our country wants. He offends almost every minority group in America.  It is by some bizarre logic that he is still even in the race to begin with.  If it weren't for the outspoken and under-educated far right wing supporting him, he would have quit long ago.  A person who votes for Trump is a person who fundamentally does not love being American. They are a person who does not agree with the ideals that have made and kept this country so great. Will Trump win the primary?  No way!",
"R_2cBBFpGPMnKQRBK","primary","advocate","lose","Donald Trump is a flashy, full-of-pomp kind of man. While many people may like some of his ideas about how to run this country, the majority simply don't care for him. Trump is sort of like a train wreck. You can't help but look. This doesn't mean people will vote for him, though.",
"R_2cwKpWGJmMaby2o","primary","advocate","lose","Donald Trump is quickly showing his ignorance and inexperience in politics. Trump clearly does not understand important social issues, and how could he? He is one of the wealthiest people in the US, someone who doesn't concern themselves with these important issues. The only thing he has going for him is that he is a conservative campaigning in New Hampshire, but I don't believe that will be enough to get him the win. ",
"R_3lM56ohpWkEnCaw","primary","advocate","lose","Donald trump has been up in the polls, but it's just sensationalism surrounding the contreversial statements that he spews.  Eventually, serious american voters will show up and he will lose by an obvious margin.  I'm not going to discount that he has a following,  which is why i said 60%.  ",
"R_3CWzQv3fL78xu49","primary","advocate","lose","He lost Iowa, so he will probably also lose New Hampshire. He seems to be doing well. The voters are not voting for him though. So I think he is going to lose. He seems to be on a losing streak. He may turn it around I don't know. I think for now though he is going to lose.",
"R_1PZriqIDke2ANVX","primary","advocate","lose","Donald Trump has popularity, but a lot of people -- especially liberals have no faith in him and his beliefs. He is considered to have radical crazy views.",
"R_vwb29Wz9MeFJzfX","primary","advocate","lose","I believe that Donald Trump will lost the NH primary because we are now at a time in the campaign season where skewing information to sound the way one wants it to sound is no longer a successful strategy. The constituents now get to demonstrate the response to the candidates as it truly is and Donald Trump is not someone to be taken seriously. He is self-congratulatory, arrogant, inflexible and unable to admit or accept when he needs assistance from others. He would be a disgraceful representative  of our country as Commander-in-Chief and would be a detriment to foreign relations between the US and the rest of the world. ",
"R_u2PRpypk4UImTe1","primary","advocate","lose","As much as Donald Trump blusters hes just full of hot air. I think people like what he has to say but in the end he can't back any of it up with substantial means. He is hated in other countries and they've actually considered banning him. How could he possibly be an effective President if he constantly is offending people. As much as some naive people will vote for him they're are to many people that can see beyond the act he puts on. He already lost in Iowa and will continue to lose in New Hampshire and beyond if he doesn't drop out first.",
"R_2q9LXzg4NPXulx7","primary","advocate","lose","I think donald trump is loosing allot of momintum. I think he has peaked way too earley I really feel that there is no where to go but down. I really dont like the odds of hime getting people together to vote for hime to win overall.",
"R_2VvzhmurFo8aCic","primary","advocate","lose","Honestly I dont follow politics very much however I have seen many negative things on facebook and magazines regarding him and feel that many people see him in a more negative way.  ",
"R_qPlArh29kNPG3ct","primary","advocate","win","The most convincing evidence I have of Trump winning the NH primary is that many of the polls show that he has a huge lead compared to the other republican candidates. It's not a matter of it being too close to call or he has another Republican candidate right behind him. He clearly has a large advantage.  / Also, Trump has been hugely popular among republicans in New Hampshire. He has a lot of support there. I imagine it will be relatively easy for him to win this primary.",
"R_3D1tqMLAri4kfbb","primary","advocate","win","Donald Trump has a really big presence in New Hampshire, and his supporters are opening rooting for him to win the primary in that state.",
"R_1OAXosmPhFU41JD","primary","advocate","win","Donald Trump is an outlier.  He's doing everything other candidates would do to get them disqualified but instead he stays steady.  Everyone else has sort of gone up and down in the polls where as while Trump hasn't always been in first place he's held a consistent number of people supporting him and no one else seems to have that kind of base and support.  The person right now that's in second is Ted Cruz and as hard as it is to believe he's more unlikable than Trump.",
"R_1FyAGwNoz2IMe1t","primary","advocate","win","Donald Trump is currently leading in most polls by 20 points or so, and it would be hard at this point for someone to close that big of a gap.  Trump is also ""an easterner"", and will easier to vote for than someone from a different geographical area.",
"R_2ta11kGyWuHzjYf","primary","advocate","win","I think that Donald Trump is likely to win that primary because many of the voters in New Hampshire that register to vote as republicans lean more toward the conservative side. The polls also show him with a quite large lead.",
"R_123vJhqgWMksJTQ","primary","advocate","win","Donald Trump appeals to folks because he does not speak in polite, politically-correct soundbites. In fact, he is not a very polished speaker and so comes across as being relatively less ""establishment Washington"" as other, more slick candidates. He also is not dependent upon any large corporate donors for his campaign. This appeals to the voters who have grown tired of politicians being ""bought"" by special interest groups. Trump speaks his mind without censoring his thoughts, so voters believe they truly know what his plans for the country are and this candid, plain-speak seems appealing to voters. Also, he tends to draw from every corner of the Republican establishment -- conservatives, moderates, evangelicals -- more than his opponents. There are so many other candidates to split the remaining votes between, that Trump seems positioned to win.",
"R_2bGVn0AfQVrpXSb","primary","advocate","win","I believe that Donald Trump will eventually win the New Hampshire Primary because the public seems to really enjoy his inclusion in the race.  The general public also agrees with a lot of his sentiments towards outsiders.  This is especially true considering the state of the world and the general danger that many individuals feel towards outsiders.",
"R_3MMbehQVDLA2hzC","primary","advocate","win","The polls show Trump has a commanding lead. Rubio, Cruz, and Carson are far behind. And Cruz can't pull the same kind of crap again as he did in Iowa.",
"R_1on9J03yEEA87QI","primary","advocate","win","Primaries are a sham. Nothing in common with any political process which would be  about topics, rather it is an American Idol contest where it is all about ""bread and games"". He offers the biggest show and so far - in contrast to virtually any other Republican event - big money could not buy the best entertainer. He simply has enough of money to buy himesl, and maybe buy himself the nomination.",
"R_3GwjyMWdExlZYPw","primary","advocate","win","New Hampshire has always been strong for independent candidates, and of the Republican field Trump is, for better or worse, viewed as the most independent and outside of the Washington culture.",
"R_1CqJYOSDrEDkW6h","primary","advocate","win","Donald Trump is the great change that this country needs! one might not like his blunt and often crude remarks, however, forget about being ""prim and proper"", we've had a long history of those type of candidates and all they've done is made bunch of empty promises and destroy America. We nee a tough person like Trump to tell the REAL TRUTH and ACT before USA crumbles down into ruins. We need to build a wall, chase away evil Muslim invaders and jump-start our economy, there is o more waiting!",
"R_24b3J9aMSGMEiVX","primary","advocate","win","He is an accomplished business man.  He had money and then went through bankruptcy and came back stronger than ever.  I believe that he can improve the nations budget, and get America back on track financially. ",
"R_ai8QtHn0Y1bEiQx","primary","advocate","win","The polls show that Donald Trump is leading. Because he did not win Iowa, I think that his supporters will be more likely to show up to make sure that he wins New Hampshire. After all, anyone that supports him must be passionate about ultra-conservative beliefs and hence be very driven to want him to win.",
"R_30vl646cqraQ4EF","primary","advocate","win","Donald Trump is the predicted winner as of this time.  New Hampshire is the Live Free or Die state.  Donald Trump is known for being brash and outspoken.  This is a person that the people of New Hampshire can relate to.",
"R_1IzTEARwE3izvoK","primary","advocate","win","People believe in Trump and that he can bring America back to where it belongs in the world standings . He is a smart man and tells it like it is and doesn't pussyfoot around or stutter when ask a question .. Iowa wasn't a true election and I do'nt see how it one can use it as a platform .... Iowa is a joke to a voting system but good for the Media  we'll see what happens when the people are allowed to vote as a ballot .",
"R_2XpbDrbRzGGyZvI","primary","advocate","win","The early polls show that Donald Trump has a considerable lead in New Hampshire. New Hampshire believes in Donald Trump and supports his policies",
"R_1JPEWrSSiMFRBoA","primary","advocate","win","Donald Trump is likely to win the New Hampshire primary on Tuesday because he is currently leading in the polls by a substantial amount. Ted Cruz, who won the Iowa caucus, is dropping in the New Hampshire polls and is now running in third place. Marco Rubio is starting to gain ground but would have to make a huge gain in order to be able to beat Donald Trump. And there are a number of other establishment Republicans (i.e., Jeb Bush) who can garner some of the votes that might otherwise go to Rubio. Donald Trump is now spending money on political advertisements and have devoted quite a bit of time and energy to campaigning in New Hampshire.",
"R_1N33t2eIDYwyEtX","primary","advocate","win","Donald Trump is very popular right now because he is different.  He as fresh ideas.  He does not answer to Super PACS and does not need to follow their direction.  ",
"R_3OofEsiLxu3Fq43","primary","advocate","win","Recently polling has shown Trump in the lead, even after his loss in Iowa. I believe that a NH primary is more favorable to Trump has it's located in New England, where Trump, as a New Yorker, was located throughout his life. ",
"R_qvYvbjxvmN4BcSl","primary","advocate","win","Donald Trump seems to be doing well with New Hampshire so this is why I believe he will do well. And he is doing better than the other candidates that he is running against.",
"R_1hRPVqiPkCKNsBw","primary","advocate","win","He is a very popular candidate. He is the only one that is tough on immigration and speaks his mind. He is also a business person, which we need to confront our next recession. He will also strike fear into our political enemies. ",
"R_3ExT0uUQB3F9chU","primary","advocate","win","I personally do not like Donald Trump. There are a lot of people who do.  Some people like his hard personality and his willingness to say exactly what he wants to say.",
"R_24wtVIINA1c8HqV","primary","advocate","win","Donald Trump has been very positive in the polls for New Hampshire.  After his poll performance in Iowa, he has really stepped up his campaign.  I fully expect him to win the primary in New Hampshire.",
"R_1E3VI1zqr6HUoTJ","primary","advocate","win","Due to his outspoken nature, he's constantly been in the news. So if anyone wasn't aware of him before, they are now. And name recognition always helps a political candidate. Since he's been the front runner for months now, I expect he'll win in New Hampshire.",
"R_pGKnQk4bOqUnXk5","primary","advocate","win","Becouse that is so better and energatic ....",
"R_78UetFNPQ3t9T7r","primary","advocate","win","Donald Trump has many connections in the North East. he has huge monetary influence and knows that side of America more than he did Iowa. He has close ties with the WWE and their industry rooted in Connecticut, for example. His influence in that area, to include New Hampshire, is too hard for any other candidate to overcome.",
"R_1cRJHaZRE998OBn","primary","advocate","win","Donald Trump will win the primary in NH because that's where he focused most of his efforts.  He almost beat Cruz in a state that he didn't have a lot of focus on.  So I can predict with high certainty that Trump will hold the advantage in NH.",
"R_2Eje4ddlr9TClV3","primary","advocate","win","Donald Trump has a lot of support and is willing to push the boundries. We need someone that is going to take a stand and willing to do what needs to be done and people will see that and vote for him.",
"R_23aFxgLDCIBKSKg","primary","advocate","win","I feel that Donald is likely to win because he has a lot of supporters and he's currently leading among Republican candidates. Although he didn't win Iowa, I have a feeling that he might win New Hampshire. Also, it seems that his polarizing views are gaining him votes rather than the other way around, so New Hampshire might be a good thing for him. ",
"R_26lOUb1iceSiuZC","primary","advocate","win","Donald Trump is sophisticated an his view points are obsolete. His plan to build the ""Great Wall"" an reduce immigration is the key point he will win. As he stated: they are bringing filth, crime, an drugs, they are rapist an some are good people. This argument is strong an 80% agreeable.",
"R_r90jKHIAwERUPNn","primary","advocate","win","Trump has had solid, vocal support so far. I think he will do better in the NE than he did in Iowa because the caucus method is not used in NH. I think Trump has more appeal in this area than Cruz.",
"R_3nVlPmYwmzajzvd","primary","advocate","win","Donald Trump is well ahead of competitors in several polls, by double digit margins. / The trend of the polls have not changed much over time. / The advantage is well above the margin of error. / No unusual weather or conflicts are expected on the primary day which may affect turnout. / New Hampshire is close to a northern base of support for Trump. / Given all the evidence, it's almost certain Trump will win the Republican primary in NH.",
"R_svvwZIXmPde3CbD","primary","advocate","win","Although I think it was a mistake to skip the last debate, Trump has the #s when it comes to the polls. I also believe the mainstream media is against Trump and has skewed results in favor of Hillary and now Sanders and Rubio. Assuming it's not rigged Trump should beat Cruz and Rubio.",
"R_1q7K7jZaX4Q3jmq","primary","advocate","win","I think Trump didn't win the Iowa primary because he boycotted the last debate before the primary. That's not gonna happen this time. He might very well win New Hampshire Primary, unfortunately.  ",
"R_03d4aU8EQfKyjd3","primary","advocate","win","Donald Trump will win because he has one almost ever other poll to begin with. Also he speaks his mind and we need a president that has balls.",
"R_WlEe6MXbDAlLKx3","primary","advocate","win","Rubio has no experience, Cruz kind of messed up by ""lying"" about Ben Carson dropping out of the race.  All of this gives Donald Trump an edge, I believe.  /  / (your survey is only 17 minutes, please understand this brief statement)",
"R_2Pih0WmV0iq2IQi","primary","advocate","win","Donald Trump currently has momentum in this race, as he rides the wave of the ""outsider"" movement. He is currently the leader in New Hampshire polls, which indicates that he is likely to ""win"" in the New Hampshire primary. ",
"R_1mJo3Ryv5us5llw","primary","advocate","win","Trump is likely to win simply because he is a rich powerful man. He also attracts a certain demographic of people that shares his views and that has a great influence over how this election will go. Trump is also kind of charismatic, and to be quite honest the other candidates are forgettable and kind of a joke. ",
"R_UgBJLVBAtzEPfdD","primary","advocate","win","I think that Donald Trump is likely to win the upcoming primary because he has a decent amount of supporters. He has done fairly well on the polls, I think he is likely to win.",
"R_Zdx7KzJ2kX3nQCR","primary","advocate","win","Donald trump is ahead of the rest of the field in the polls. He has a big lead and i think he will maintain it during the primary.",
"R_1IQSjNpvFYxjy3f","primary","advocate","win","I think he will win the New Hampshire Primary because he was just narrowly beaten in Iowa by his nearest runner up. His polling has been really high and he has a lot of resources to get his message out before the primary.",
"R_2s1FoWDwIwzdnf1","primary","advocate","win","Donald Trump is likely to win the primary in New Hampshire because he is leading the polls in that state by a substantial margin.  He has strong support in the state of New Hampshire and it seems to be growing.  After his loss in Iowa, he has increased his efforts in New Hampshire.",
"R_2dWnSuISVqAjJ4N","primary","advocate","win","Donald Trump seems like he would be able to push people his way. Meaning his can sway people's opinion to see what he wants them to see. I think of New Hampshire as being a place where wealthy people live, and therefore will be on Trumps side.  ",
"R_12mMxxV7Fo41Nde","primary","advocate","win","Donald Trump has been the Republican forerunner as of this moment.  This leaves him poised to win the primary.",
"R_337I2E2GXIXk77J","control","control","control","I went two days ago. My buddy bought supplies to make lasagna. I didn't buy anything.",
"R_2QrCyXeAeYHw0Q3","control","control","control","My wife and I went to the grocery store just to buy a couple of things we needed. We grabbed some cat food, soda, and cereal. When we got to the checkout, there were a lot of people in line and not many registers open. We had to stand in line for the self-checkout for quite a while, as two of the self-checkouts stopped working. It took a while, but we managed to get what we needed and go home. ",
"R_sHJtsy8dYsSzBHb","control","control","control","I was at the grocery store this morning.  I mainly went to pick up fresh fruits and vegetables for our guinea pigs and sugar glider.  I got a red pepper, curly leaf parsley, raspberries, blueberry, kale, grapes and lettuce.  I also picked up a gallon of milk, a loaf of bread and some chicken breasts.  I chatted with the worker as she rung up my purchases and I paid with a credit card.",
"R_1GD4JwrXpqFi8t0","control","control","control","I went to the grocery store yesterday to pick up eggs. I usually never go for just one thing but that was really all we needed at home. I browsed the seasonal section which had Valentine's Day candy but I didn't get anything. I selected my eggs and made my way to the check out. It was fairly busy and I kept getting stuck behind slow people. Finally, I used the self checkout and left.",
"R_3RfXSJTXD421SM1","control","control","control","I walked in and grabbed a cart. I went to the produce section and got everything on my list. I also found some things that were not on my list. I tried many different samples. I got all the dry goods on my list and then the frozen food on my list. After that, I picked up dog food and went to check out. ",
"R_xtmoYDaB0e53YPf","control","control","control","I went to the grocery store and picked up eggplants, bananas, gummy bears, a can of crushed tomatoes, 2 spinach bunches, and some chicken breasts. First, I explored the produce aisle for the ingredients I needed for my chicken masala and collected those. Then I stopped by the fruits to grab some fresh bananas. Finally, I made my way to the canned fruit aisle for the crushed tomatoes and collected some gummy bears on my way to the checkout aisle.",
"R_2S1YjjBFkDrLI2K","control","control","control","I last went to the grocery store this past sunday afternoon, which is the WORST time to go.  It was super crowded.  They had everything I needed, and I had a list of things to buy.  Despite the store being crowded, I was in and out in 25 minutes.",
"R_eg1JTn0PjISMRAB","control","control","control","I went to the grocery store last night to pick up some beers. The store wasn't that busy and my checkout line only had two people before me. The employees were very nice.",
"R_3FRJCxkUCaKqrtu","control","control","control","A few days ago I went to the grocery store to pick up a few vegetables. I'm on a diet so I want to add more green vegetables to my diet. I got broccoli, kale, green beans and romaine lettuce salad. I then went to buy a water filter so I won't have to keep buying bottled waters.",
"R_29chcvarJ11AS8s","control","control","control","I went to Whole foods most recently, where I had a gift card. I went primarily to buy chicken sausages as they were on sale. I went in the store and got some produce first since it was near the front. I then went around the outer rim of the store and towards the back to get the meat. I ended back on the other side of the store to get dinner pickup, and my boyfriend and I went upstairs to eat and listen to a live band before we left.",
"R_1etOqrpNqDkOcJa","control","control","control","In my most recent trip to the grocery store, I went to a local market. I purchased items from the bakery/deli. I purchased some milk, bread, eggs, and coffee creamer. I was in the store approximately 15 minutes. I went through the express checkout lane because I did not have many items. The checkout process was fast. I loaded my groceries in my vehicle and went home from there.",
"R_2e8tFNhi5jts0sT","control","control","control","i went to the grocery store two days a go to pick up a couple of things.  ",
"R_UsRhBPV5rGTZl1T","control","control","control","I went to purchase ingredients for enchiladas. Purchased were a white onion, green onions, chicken, Las Palmas enchilada sauce, garlic, cheddar cheese, monterey jack cheese and tortillas.",
"R_2wpfsDdqiUOkrQ5","control","control","control","The last time I went to the grocery store was a nightmare.  I went to three different stores looking for one item.  I finally found it at the third store, which is the craphole market right beside my house.  ",
"R_2rSDxIaCOo7Q5aw","control","control","control","Well to me going to the supermarket can be very fun to be honest I try to make sure that I have a very good time, sometimes I have my daughter come with me but sometimes life is not always that fun so I have to do it alone, but I first make a stop at Walmart where I pick up stuff like tissue, handtowels, cake mixes and so on I then will go to Kmart and get like the good cornflakes and stuff like seasons and any other little thing my daughter needs I spend at most 2 hours doing these stuff and sometimes trust me it can be stressful but I know I have to get it done and so be it but it is a very good knowing I have the opportunity to buy groceries and stuff.",
"R_s6SnQfmdK0hwvfz","control","control","control","I went the other morning at 7 am, when they opened. all i needed was 1/2 n 1/2, lemons eggs and sugar. I bought more coffee cuz it was still on sale. Checked out with my favorite cashier",
"R_ritn220uo1cAnqF","control","control","control","My last trip to the grocery store was last Tuesday.  It was just a quick trip as I only needed a couple of things.  First I grabbed some sushi for lunch.  Then I went over to the tea section and bought some Yerba Mate.  That was all I needed so I went to check out.",
"R_2U0ie6RBlVcoghQ","control","control","control","I went to the grocery store a couple of weeks ago, prices continue to rise in every department. Hamburger prices are insane",
"R_24JcvuUmE77wBku","control","control","control","I plan out my meals before I go so I knew what I needed before entering the store. I always start in the produce section and end in the dairy section. Since I am 34 weeks pregnant, I try to finish as quickly as I can. They were not busy when I had to check out so I was able to get through the line fast.",
"R_YbPhcvxNOyYGi3v","control","control","control","My last grocery store trip was quick and simple, seeing as how I was only picking up a few things. I walked into the store, grabbed a shopping cart, and grabbed the few items I needed including vegetables, fruit, and coffee, and went to the checkout lines. I used the self-checkout lane, scanned my items, and paid with a credit card. I bagged my groceries and left. ",
"R_1rIklOfrm9U2Gww","control","control","control","I went to Hannaford and purchased the groceries I needed.  I bought OJ, rolls, ham, cereal, and pork chops.  The bill came to around $50.",
"R_3IWWHNLCl5gBabP","control","control","control","Most recently I went to Trader Joe's to pick up regular items. It was a fairly routine visit, and I didn't do much out of the ordinary. I looked at new products I had not seen, and selected a couple to try out. The store was a little crowded since it was a Saturday afternoon, but it wasn't too bad. I spent about 45 minutes browsing and getting my groceries before checking out, which was actually pretty quick since there was only one person ahead of me. The cashier was quick and friendly and I was heading out only a few minutes later.",
"R_1Lb4KYyRPM4oKpV","control","control","control","I went to albertsons to do my weekly shopping. The store is undergoing renovations, so it was really disorienting to try and find groceries because random shelves were everywhere. They are replacing the bakery with a starbucks, so none of the items I needed were in sight. The also had gotten new self check out registers, so I was uncertain at first how they worked because I saw everyone doing something different.",
"R_2EbMDoH47k4cXss","control","control","control","I went a couple days ago.  It was night, after 9pm, so the place was not very active.  In fact, though it is a usually very busy store, I had the place almost to myself.  I quickly picked up the very few items on my list.  Then, because no workers were on duty, I checked myself out using the automatic checking machine.  After that, I loaded my purchases in my car and went home.",
"R_AMBua2tfvtXEooh","control","control","control","I entered the parking lot and was disappointed there were no handicap spaces available for my use. The plow trucks removing snow from our recent storm piled the snow in the handicap parking spaces, making it now necessary for me to walk further than I should be walking. Upon entering the store I retrieved a shopping cart and, walking very slowly due to major back issues, began acquiring the items I needed. I started in the produce department, purchasing the fresh produce needed, then wound my way through each aisle that stocks the items I was looking to buy. Along my way I found some unique items for purchase, that I had never tried before, but were on sale and even if I ended up not liking it, I wasn't losing a lot of money for a trial of the product. I easily found all the products I had on my list and even purchased a few items not listed, but were on sale and I would need them in the future. I prefer to save money now, even if I don't need the item right away, than paying full price when I've run out. I am a ""bulk"" shopper. I ended the trip in the frozen foods aisles purchasing frozen vegetables and ice cream. ",
"R_2U0oxQWDMNcwvLj","control","control","control","I wanted to make a new recipe I had found, which is a zucchini chicken dish. It calls for Italian Style zucchini in tomato sauce that is canned. I went to the aisle for canned vegetables and became frustrated when I could not find it. I went to the customer service desk and they told me they were out, but gave me good advice on how to substitute it. I then purchased chicken, cheese, hot sauce, garlic salt, and onions for the rest of the dish. I checked out my groceries and left the store.",
"R_1rD2yYAuB2lfUFp","control","control","control","I went to Target to do my grocery shopping. I went after class so I was in my scrubs. They were redoing the grocery section so there were boxes everywhere. There was hardly anyone there as it was 9am. I only bought a few items (milk, coffee, cereal) then I went to the check out and left.",
"R_33Dxjxxnf0mJylz","control","control","control","I prepared for my trip ahead of time by meal planning, making a list and clipping coupons.  Once I arrived at the grocery store, I stuck very closely to my list to ensure that I got what I needed and did not go too far over budget.  I was in a rush because I wanted to get back home to play with my daughter. ",
"R_3dXGdJXq1vJi9sP","control","control","control","I entered the grocery store and picked up a shopping basket. I then made my way to the soup and pasta aisle to grab some products. I found exactly what I was looking for and was content.",
"R_31FxexpqZjMuJDk","control","control","control","The grocery store is close to my home so I walked there at around 6pm about a week ago. I entered the door and went to the bread aisle. I picked up two loaves of bread and then went to the dairy aisle where I picked up a gallon of milk. I also got some cereal and went to checkout. There was a long line so I had to wait a while. When it was my turn, I paid for my groceries and walked back to my apartment.",
"R_2B9ZiEhA7j8n7ie","control","control","control","I went to the grocery store with a short list of some things I needed to grab. This wasn't going to be a big trip, I just needed a handful of things. I grabbed one of the smaller hand baskets for this purpose and swiftly made my way to each section of the grocery store containing the items I needed. I'm not the type to browse a grocery store, so my goal here is to get in and get out quickly. I grabbed some milk, a bag of chips with bean dip, frozen waffles, granola bars, laundry detergent, napkins and paperplates, and finally some jelly beans - my 'frivolous' addition to the list. Once I had what I needed I went straight to the cashier who was thankfully not busy and paid for my items. All in all I was in and out of the grocery store within 10 to 15 minutes.",
"R_10PkbXKYLphdHub","control","control","control","I went to the grocery store called Martin's just yesterday. I needed to get a prescription filled and I also bought some soda, some valentines and some lottery tickets. I bought two bottles of coke zero for the soda and the valentines were Star Wars for my child to hand out at school. They came with pencils. I was very tired and not feeling well so I didn't want to hang out in the store very long. I wanted to go home and lie down. I did not win anything on the lottery ticket! I thought it was a very stupid ticket.",
"R_zUX0rWfPeFr0TZv","control","control","control","My most recent grocery trip I bought eggs, milk, bread, and apples. It was pretty busy. It took me about 45 minutes in total. I was pretty neutral in feeling.",
"R_2xFXucIq5X4z4Fs","control","control","control","Before my most recent trip to the grocery store, I prepared a two-week menu plan.  Then I checked the supplies I had on hand and made a grocery list of the items I needed.  I visited two stores and purchased everything on the list.  I try to prepare my list based on where things are in the store(s) so that I can get in and out of the store(s) as quickly as possible.",
"R_1Fg4GxBXXR5IeHx","control","control","control","I went to the store. It wasn't very busy. I got the stuff I needed. I went through the checkout and then went home.",
"R_ulvMNF08WAHYMQF","control","control","control","The last time I went to the grocery store, I bought ingredients for grilled cheese. I bought some white bread, American cheese slices, and some butter.",
"R_vSIMLfFlbsiDnyh","control","control","control","I ran into the store to grab a few things quickly. I had a list organized by aisle. i threw the items in my cart and checked out quickly.",
"R_tX1GUerfo5y6ppf","control","control","control","I didn't need to do a full grocery trip. I had forgotten to get a few things the time before, so this trip was to pick up some miscellaneous items, such as more milk and yogurt. I also bought some oranges and more baby snacks. ",
"R_1l3sgGwtg5DlFHh","control","control","control","I went to the grocery store yesterday to pick up a couple of small items. My kids love pop tarts, but I only let them eat them on Saturday mornings because they have too much sugar in them and are fattening to eat regularly. I picked out a couple of boxes, paid for my purchase, and then went to the recycling center. It was not too crowded at the time of day I went to the store.",
"R_2tsr69EI3KQaocb","control","control","control","The last trip was to Piggly Wiggly. My boyfriend and I had to get our neighbor to drive us there because our truck is currently broke down. When we got there, my neighbor dropped us off to run an errand. While shopping, my boyfriend and I got into an argument. That is a very common occurrence when we shop. My neighbor met up with us later on, and laughed every time we snapped at each other. They had an amazing sale on ground beef and we had to wait while the butcher brought out more. I ended up spending $80 less than I predicted. So it was successful trip all in all.",
"R_3Ed6BzQzwczV6n8","control","control","control","I got into my car and started it up. I backed out of my driveway and onto the street. I then drove to the grocery store. I went into the grocery store. I went to the fruit section and picked out some fruits. I then walked over to the veggie section and grabbed some broccoli. I then went and grabbed some toaster muffins for breakfast. I saw a friend so I stopped and chatted for about five minutes. I said goodbye then went to checkout. I paid for my stuff and left the store. I got back into my car and backed out of the space. I got back on the highway and drove home. I got out of my car and walked into the house. I put my groceries away. ",
"R_1LuGDckImzcNhdC","control","control","control","I went in on a mission to get crackers and ice cream for my wife. I walked into the store and grabbed a basket and wandered to where the crackers were. Along the way I stopped by the juice section and picked up 8 bottles of apple juice that were on sale. It was quite heavy. From there I found the crackers which were also on sale so I bought two, and then I went to the frozen food section. I put my basket down and found the ice cream. Then I walked to the self-service register and paid for all my groceries. I put them all in three plastic bags. The total was around $13. ",
"R_2wpfV4ILsk1g9gP","control","control","control","I parked in the first row and entered the store. I chose a smaller shopping basket because I did not have much to get. Then, I first went to the health food aisle and picked up a six-pack of ensure. Next, I went down the freezer aisle and picked up a box of pizza rolls. The refrigerated food was next to the freezer aisle so I picked up a gallon of milk next. Then I went down the beverages aisle and got a gallon of sweet tea. Last, I went to the cookie aisle and got a bag of chocolate chip cookies. I went to the checkout. No one was in line ahead of me, so I unloaded my items onto the conveyor belt and paid for my stuff. The checker loaded it into bags for me, except for the tea and milk. I then put it all back into the cart and went back out to my car. I put everything in the cart in the back seat of my car, then put the cart in the cart caddy area. ",
"R_0p8RP4mvOUMx1q9","control","control","control","We just needed some basics, and I'm familiar with the layout of the store. To the back first and work my way forward, since the freezer and produce departments are toward the front: I don't want to walk around for half an hour with thawing vegetables in my cart. Milk, yogurt, frozen breakfasts,  some bananas, and I was done.",
"R_2zOLkuyoiquOTmf","control","control","control","I went to the grocery two days ago to purchase ingredients for Wednesday and Thursday night's meals. I bought chicken and ground beef and other ingredients for the two meals. I was there for about 20 minutes and spent about 32.00.  ",
"R_7VRW2wO8eUSia3v","control","control","control","I went to the grocery store a few days ago to buy chocolate for a farewell party for the secretary at work. I got a few really nice boxes of Russel Stovers chocolates on sale – buy one, get one free. I also got some Special K Chocolately Delight on sale for 2 for $5. I bought 4 of those. I love sales like that. The store was a Rite Aid near my home. It’s a nice, clear store. Never had any problems with it. I go to it often.",
"R_3PHM5pK56SuL70Z","control","control","control","The last time I went to the grocery store I was only getting a few things that I needed. I bought some cat litter and some cat food for my cats. And I also bought some milk and eggs and avocados and grapes. It was a very quiet time at the store with not too many people there and the cashiers were not very busy and I got checked out very quickly.",
"R_x2ZkuuyANb4N32N","control","control","control","I went to the grocery store yesterday to get some stuff for my recipe for dinner. I always start in the produce aisle and grab veggies and then i go to each aisle i need. Usually when i walk by something that looks good i grab it not because i need it but because it looks good.",
"R_2y965zB9YbAFSio","control","control","control","I stopped at marianos to get some snacks. I bought cheese, pepperoni and blueberries.",
